,id,suffix,tld,punycode,origin,type,tld type,suffix type,tld manager,psl comment,code
229,229,sa.gov.au,au,,merged,country-code,country-code,icann,.au Domain Administration (auDA),au,m00229cc2
230,230,tas.gov.au,au,,merged,country-code,country-code,icann,.au Domain Administration (auDA),au,m00230cc2
231,231,vic.gov.au,au,,merged,country-code,country-code,icann,.au Domain Administration (auDA),au,m00231cc2
232,232,wa.gov.au,au,,merged,country-code,country-code,icann,.au Domain Administration (auDA),au,m00232cc2
233,233,schools.nsw.edu.au,au,,merged,country-code,country-code,icann,.au Domain Administration (auDA),au,m00233cc3
234,234,blogspot.com.au,au,,merged,private-domains,country-code,private-domains,.au Domain Administration (auDA),GoIP DNS Services,m00234pd2
235,235,mel.cloudlets.com.au,au,,merged,private-domains,country-code,private-domains,.au Domain Administration (auDA),"Jelastic, Inc.",m00235pd3
236,236,myspreadshop.com.au,au,,merged,private-domains,country-code,private-domains,.au Domain Administration (auDA),Spreadshop (sprd.net AG),m00236pd2
237,237,aw,aw,,both,country-code,country-code,icann,SETAR,aw,b00237cc0
238,238,com.aw,aw,,merged,country-code,country-code,icann,SETAR,aw,m00238cc1
239,239,ax,ax,,both,country-code,country-code,icann,Ålands landskapsregering,ax,b00239cc0
240,240,be.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00240pd1
241,241,cat.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00241pd1
242,242,es.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00242pd1
243,243,eu.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00243pd1
244,244,gg.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00244pd1
245,245,mc.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00245pd1
246,246,us.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00246pd1
247,247,xy.ax,ax,,merged,private-domains,country-code,private-domains,Ålands landskapsregering,Voxel.sh DNS,m00247pd1
248,248,az,az,,both,country-code,country-code,icann,IntraNS,az,b00248cc0
249,249,com.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00249cc1
250,250,net.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00250cc1
251,251,int.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00251cc1
252,252,gov.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00252cc1
253,253,org.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00253cc1
254,254,edu.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00254cc1
255,255,info.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00255cc1
256,256,pp.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00256cc1
257,257,mil.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00257cc1
258,258,name.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00258cc1
259,259,pro.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00259cc1
260,260,biz.az,az,,merged,country-code,country-code,icann,IntraNS,az,m00260cc1
261,261,ba,ba,,both,country-code,country-code,icann,Universtiy Telinformatic Centre (UTIC),ba,b00261cc0
262,262,com.ba,ba,,merged,country-code,country-code,icann,Universtiy Telinformatic Centre (UTIC),ba,m00262cc1
263,263,edu.ba,ba,,merged,country-code,country-code,icann,Universtiy Telinformatic Centre (UTIC),ba,m00263cc1
264,264,gov.ba,ba,,merged,country-code,country-code,icann,Universtiy Telinformatic Centre (UTIC),ba,m00264cc1
265,265,mil.ba,ba,,merged,country-code,country-code,icann,Universtiy Telinformatic Centre (UTIC),ba,m00265cc1
266,266,net.ba,ba,,merged,country-code,country-code,icann,Universtiy Telinformatic Centre (UTIC),ba,m00266cc1
267,267,org.ba,ba,,merged,country-code,country-code,icann,Universtiy Telinformatic Centre (UTIC),ba,m00267cc1
268,268,rs.ba,ba,,merged,private-domains,country-code,private-domains,Universtiy Telinformatic Centre (UTIC),University of Banja Luka,m00268pd1
269,269,blogspot.ba,ba,,merged,private-domains,country-code,private-domains,Universtiy Telinformatic Centre (UTIC),GoIP DNS Services,m00269pd1
270,270,bb,bb,,both,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,b00270cc0
271,271,biz.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00271cc1
272,272,co.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00272cc1
273,273,com.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00273cc1
274,274,edu.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00274cc1
275,275,gov.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00275cc1
276,276,info.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00276cc1
277,277,net.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00277cc1
278,278,org.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00278cc1
279,279,store.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00279cc1
280,280,tv.bb,bb,,merged,country-code,country-code,icann,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit,bb,m00280cc1
281,281,*.bd,bd,,merged,country-code,country-code,icann,Posts and Telecommunications Division,bd,m00281cc1
282,282,be,be,,both,country-code,country-code,icann,DNS Belgium vzw/asbl,be,b00282cc0
283,283,ac.be,be,,merged,country-code,country-code,icann,DNS Belgium vzw/asbl,be,m00283cc1
284,284,webhosting.be,be,,merged,private-domains,country-code,private-domains,DNS Belgium vzw/asbl,Combell.com,m00284pd1
285,285,blogspot.be,be,,merged,private-domains,country-code,private-domains,DNS Belgium vzw/asbl,GoIP DNS Services,m00285pd1
286,286,cloud.interhostsolutions.be,be,,merged,private-domains,country-code,private-domains,DNS Belgium vzw/asbl,"Jelastic, Inc.",m00286pd2
287,287,ezproxy.kuleuven.be,be,,merged,private-domains,country-code,private-domains,DNS Belgium vzw/asbl,KUROKU LTD,m00287pd2
288,288,myspreadshop.be,be,,merged,private-domains,country-code,private-domains,DNS Belgium vzw/asbl,Spreadshop (sprd.net AG),m00288pd1
289,289,*.transurl.be,be,,merged,private-domains,country-code,private-domains,DNS Belgium vzw/asbl,TransIP,m00289pd2
290,290,bf,bf,,both,country-code,country-code,icann,ARCE-AutoritÈ de RÈgulation des Communications Electroniques,bf,b00290cc0
291,291,gov.bf,bf,,merged,country-code,country-code,icann,ARCE-AutoritÈ de RÈgulation des Communications Electroniques,bf,m00291cc1
292,292,bg,bg,,both,country-code,country-code,icann,Register.BG,bg,b00292cc0
293,293,a.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00293cc1
294,294,b.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00294cc1
295,295,c.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00295cc1
296,296,d.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00296cc1
297,297,e.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00297cc1
298,298,f.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00298cc1
299,299,g.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00299cc1
300,300,h.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00300cc1
301,301,i.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00301cc1
302,302,j.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00302cc1
303,303,k.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00303cc1
304,304,l.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00304cc1
305,305,m.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00305cc1
306,306,n.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00306cc1
307,307,o.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00307cc1
308,308,p.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00308cc1
309,309,q.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00309cc1
310,310,r.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00310cc1
311,311,s.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00311cc1
312,312,t.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00312cc1
313,313,u.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00313cc1
314,314,v.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00314cc1
315,315,w.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00315cc1
316,316,x.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00316cc1
317,317,y.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00317cc1
318,318,z.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00318cc1
319,319,0.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00319cc1
320,320,1.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00320cc1
321,321,2.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00321cc1
322,322,3.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00322cc1
323,323,4.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00323cc1
324,324,5.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00324cc1
325,325,6.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00325cc1
326,326,7.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00326cc1
327,327,8.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00327cc1
328,328,9.bg,bg,,merged,country-code,country-code,icann,Register.BG,bg,m00328cc1
329,329,blogspot.bg,bg,,merged,private-domains,country-code,private-domains,Register.BG,GoIP DNS Services,m00329pd1
330,330,barsy.bg,bg,,merged,private-domains,country-code,private-domains,Register.BG,Lukanet Ltd,m00330pd1
331,331,bh,bh,,both,country-code,country-code,icann,Telecommunications Regulatory Authority (TRA),bh,b00331cc0
332,332,com.bh,bh,,merged,country-code,country-code,icann,Telecommunications Regulatory Authority (TRA),bh,m00332cc1
333,333,edu.bh,bh,,merged,country-code,country-code,icann,Telecommunications Regulatory Authority (TRA),bh,m00333cc1
334,334,net.bh,bh,,merged,country-code,country-code,icann,Telecommunications Regulatory Authority (TRA),bh,m00334cc1
335,335,org.bh,bh,,merged,country-code,country-code,icann,Telecommunications Regulatory Authority (TRA),bh,m00335cc1
336,336,gov.bh,bh,,merged,country-code,country-code,icann,Telecommunications Regulatory Authority (TRA),bh,m00336cc1
337,337,bi,bi,,both,country-code,country-code,icann,Centre National de l'Informatique,bi,b00337cc0
338,338,co.bi,bi,,merged,country-code,country-code,icann,Centre National de l'Informatique,bi,m00338cc1
339,339,com.bi,bi,,merged,country-code,country-code,icann,Centre National de l'Informatique,bi,m00339cc1
340,340,edu.bi,bi,,merged,country-code,country-code,icann,Centre National de l'Informatique,bi,m00340cc1
341,341,or.bi,bi,,merged,country-code,country-code,icann,Centre National de l'Informatique,bi,m00341cc1
342,342,org.bi,bi,,merged,country-code,country-code,icann,Centre National de l'Informatique,bi,m00342cc1
343,343,biz,biz,,both,generic-restricted,generic-restricted,icann,"Registry Services, LLC",biz,b00343gr0
344,344,cloudns.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",Cloud DNS Ltd,m00344pd1
345,345,jozi.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",Discord Inc,m00345pd1
346,346,dyndns.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",DynDNS.com,m00346pd1
347,347,for-better.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",DynDNS.com,m00347pd1
348,348,for-more.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",DynDNS.com,m00348pd1
349,349,for-some.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",DynDNS.com,m00349pd1
350,350,for-the.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",DynDNS.com,m00350pd1
351,351,selfip.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",DynDNS.com,m00351pd1
352,352,webhop.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",DynDNS.com,m00352pd1
353,353,orx.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",HOSTBIP REGISTRY,m00353pd1
354,354,mmafan.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",No-IP.com,m00354pd1
355,355,myftp.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",No-IP.com,m00355pd1
356,356,no-ip.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC",No-IP.com,m00356pd1
357,357,dscloud.biz,biz,,merged,private-domains,generic-restricted,private-domains,"Registry Services, LLC","Synology, Inc.",m00357pd1
358,358,bj,bj,,both,country-code,country-code,icann,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN),bj,b00358cc0
359,359,asso.bj,bj,,merged,country-code,country-code,icann,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN),bj,m00359cc1
360,360,barreau.bj,bj,,merged,country-code,country-code,icann,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN),bj,m00360cc1
361,361,gouv.bj,bj,,merged,country-code,country-code,icann,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN),bj,m00361cc1
362,362,blogspot.bj,bj,,merged,private-domains,country-code,private-domains,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN),GoIP DNS Services,m00362pd1
363,363,bm,bm,,both,country-code,country-code,icann,"Registry General Department, Ministry of Home Affairs",bm,b00363cc0
364,364,com.bm,bm,,merged,country-code,country-code,icann,"Registry General Department, Ministry of Home Affairs",bm,m00364cc1
365,365,edu.bm,bm,,merged,country-code,country-code,icann,"Registry General Department, Ministry of Home Affairs",bm,m00365cc1
366,366,gov.bm,bm,,merged,country-code,country-code,icann,"Registry General Department, Ministry of Home Affairs",bm,m00366cc1
367,367,net.bm,bm,,merged,country-code,country-code,icann,"Registry General Department, Ministry of Home Affairs",bm,m00367cc1
368,368,org.bm,bm,,merged,country-code,country-code,icann,"Registry General Department, Ministry of Home Affairs",bm,m00368cc1
369,369,bn,bn,,both,country-code,country-code,icann,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI),bn,b00369cc0
370,370,com.bn,bn,,merged,country-code,country-code,icann,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI),bn,m00370cc1
371,371,edu.bn,bn,,merged,country-code,country-code,icann,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI),bn,m00371cc1
