,suffix,tld,punycode_tld,punycode_etld,from_psl,from_iana,type,type_tld,type_etld,manager_etld,manager_tld
7625,int.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7626,mil.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7627,net.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7628,nom.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7629,org.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7630,rar.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7631,rec.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7632,store.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7633,tec.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7634,web.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7635,vg,vg,,,True,True,country-code,country-code,icann,vg,Telecommunications Regulatory Commission of the Virgin Islands
7636,at.vg,vg,,,True,True,private-domains,country-code,private-domains,Voxel.sh DNS,Telecommunications Regulatory Commission of the Virgin Islands
7637,vi,vi,,,True,True,country-code,country-code,icann,vi,"Virgin Islands Public Telecommunications System, Inc."
7638,co.vi,vi,,,True,True,country-code,country-code,icann,vi,"Virgin Islands Public Telecommunications System, Inc."
7639,com.vi,vi,,,True,True,country-code,country-code,icann,vi,"Virgin Islands Public Telecommunications System, Inc."
7640,k12.vi,vi,,,True,True,country-code,country-code,icann,vi,"Virgin Islands Public Telecommunications System, Inc."
7641,net.vi,vi,,,True,True,country-code,country-code,icann,vi,"Virgin Islands Public Telecommunications System, Inc."
7642,org.vi,vi,,,True,True,country-code,country-code,icann,vi,"Virgin Islands Public Telecommunications System, Inc."
7643,vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7644,com.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7645,net.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7646,org.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7647,edu.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7648,gov.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7649,int.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7650,ac.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7651,biz.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7652,info.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7653,name.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7654,pro.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7655,health.vn,vn,,,True,True,country-code,country-code,icann,vn,Viet Nam Internet Network Information Center (VNNIC)
7656,blogspot.vn,vn,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,Viet Nam Internet Network Information Center (VNNIC)
7657,vu,vu,,,True,True,country-code,country-code,icann,vu,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7658,com.vu,vu,,,True,True,country-code,country-code,icann,vu,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7659,edu.vu,vu,,,True,True,country-code,country-code,icann,vu,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7660,net.vu,vu,,,True,True,country-code,country-code,icann,vu,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7661,org.vu,vu,,,True,True,country-code,country-code,icann,vu,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7662,cn.vu,vu,,,True,True,private-domains,country-code,private-domains,Mail Transfer Platform,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7663,blog.vu,vu,,,True,True,private-domains,country-code,private-domains,Voxel.sh DNS,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7664,dev.vu,vu,,,True,True,private-domains,country-code,private-domains,Voxel.sh DNS,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7665,me.vu,vu,,,True,True,private-domains,country-code,private-domains,Voxel.sh DNS,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)
7666,wf,wf,,,True,True,country-code,country-code,icann,wf,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
7667,ws,ws,,,True,True,country-code,country-code,icann,ws,Government of Samoa Ministry of Foreign Affairs & Trade
7668,com.ws,ws,,,True,True,country-code,country-code,icann,ws,Government of Samoa Ministry of Foreign Affairs & Trade
7669,net.ws,ws,,,True,True,country-code,country-code,icann,ws,Government of Samoa Ministry of Foreign Affairs & Trade
7670,org.ws,ws,,,True,True,country-code,country-code,icann,ws,Government of Samoa Ministry of Foreign Affairs & Trade
7671,gov.ws,ws,,,True,True,country-code,country-code,icann,ws,Government of Samoa Ministry of Foreign Affairs & Trade
7672,edu.ws,ws,,,True,True,country-code,country-code,icann,ws,Government of Samoa Ministry of Foreign Affairs & Trade
7673,*.advisor.ws,ws,,,True,True,private-domains,country-code,private-domains,AW AdvisorWebsites.com Software Inc,Government of Samoa Ministry of Foreign Affairs & Trade
7674,cloud66.ws,ws,,,True,True,private-domains,country-code,private-domains,Cloud66,Government of Samoa Ministry of Foreign Affairs & Trade
7675,dyndns.ws,ws,,,True,True,private-domains,country-code,private-domains,DynDNS.com,Government of Samoa Ministry of Foreign Affairs & Trade
7676,mypets.ws,ws,,,True,True,private-domains,country-code,private-domains,DynDNS.com,Government of Samoa Ministry of Foreign Affairs & Trade
7677,yt,yt,,,True,True,country-code,country-code,icann,yt,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
7678,org.yt,yt,,,True,True,private-domains,country-code,private-domains,HOSTBIP REGISTRY,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
7679,امارات,امارات,xn--mgbaam7a8h,xn--mgbaam7a8h,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Telecommunications and Digital Government Regulatory Authority (TDRA)
7680,հայ,հայ,xn--y9a3aq,xn--y9a3aq,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])","""Internet Society"" Non-governmental Organization"
7681,বাংলা,বাংলা,xn--54b7fta0cc,xn--54b7fta0cc,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Posts and Telecommunications Division
7682,бг,бг,xn--90ae,xn--90ae,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Imena.BG AD
7683,البحرين,البحرين,xn--mgbcpq6gpa1a,xn--mgbcpq6gpa1a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Telecommunications Regulatory Authority (TRA)
7684,бел,бел,xn--90ais,xn--90ais,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])","Reliable Software, Ltd."
7685,中国,中国,xn--fiqs8s,xn--fiqs8s,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",China Internet Network Information Center (CNNIC)
7686,中國,中國,xn--fiqz9s,xn--fiqz9s,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",China Internet Network Information Center (CNNIC)
7687,الجزائر,الجزائر,xn--lgbbat1ad8j,xn--lgbbat1ad8j,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",CERIST
7688,مصر,مصر,xn--wgbh1c,xn--wgbh1c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Telecommunication Regulatory Authority - NTRA
7689,ею,ею,xn--e1a4c,xn--e1a4c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",EURid vzw/asbl
7690,ευ,ευ,xn--qxa6a,xn--qxa6a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",EURid vzw/asbl
7691,موريتانيا,موريتانيا,xn--mgbah1a3hjkrd,xn--mgbah1a3hjkrd,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Université de Nouakchott Al Aasriya
7692,გე,გე,xn--node,xn--node,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Information Technologies Development Center (ITDC)
7693,ελ,ελ,xn--qxam,xn--qxam,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",ICS-FORTH GR
7694,香港,香港,xn--j6w193g,xn--j6w193g,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Hong Kong Internet Registration Corporation Ltd.
7695,公司.香港,香港,xn--j6w193g,xn--j6w193g,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Hong Kong Internet Registration Corporation Ltd.
7696,教育.香港,香港,xn--j6w193g,xn--j6w193g,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Hong Kong Internet Registration Corporation Ltd.
7697,政府.香港,香港,xn--j6w193g,xn--j6w193g,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Hong Kong Internet Registration Corporation Ltd.
7698,個人.香港,香港,xn--j6w193g,xn--j6w193g,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Hong Kong Internet Registration Corporation Ltd.
7699,網絡.香港,香港,xn--j6w193g,xn--j6w193g,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Hong Kong Internet Registration Corporation Ltd.
7700,組織.香港,香港,xn--j6w193g,xn--j6w193g,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Hong Kong Internet Registration Corporation Ltd.
7701,ಭಾರತ,ಭಾರತ,xn--2scrj9c,xn--2scrj9c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7702,ଭାରତ,ଭାରତ,xn--3hcrj9c,xn--3hcrj9c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7703,ভাৰত,ভাৰত,xn--45br5cyl,xn--45br5cyl,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7704,भारतम्,भारतम्,xn--h2breg3eve,xn--h2breg3eve,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7705,भारोत,भारोत,xn--h2brj9c8c,xn--h2brj9c8c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7706,ڀارت,ڀارت,xn--mgbgu82a,xn--mgbgu82a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7707,ഭാരതം,ഭാരതം,xn--rvc1e0am3e,xn--rvc1e0am3e,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7708,भारत,भारत,xn--h2brj9c,xn--h2brj9c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet Exchange of India
7709,بارت,بارت,xn--mgbbh1a,xn--mgbbh1a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet eXchange of India
7710,بھارت,بھارت,xn--mgbbh1a71e,xn--mgbbh1a71e,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet Exchange of India
7711,భారత్,భారత్,xn--fpcrj9c3d,xn--fpcrj9c3d,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet Exchange of India
7712,ભારત,ભારત,xn--gecrj9c,xn--gecrj9c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet Exchange of India
7713,ਭਾਰਤ,ਭਾਰਤ,xn--s9brj9c,xn--s9brj9c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet Exchange of India
7714,ভারত,ভারত,xn--45brj9c,xn--45brj9c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet Exchange of India
7715,இந்தியா,இந்தியா,xn--xkc2dl3a5ee0h,xn--xkc2dl3a5ee0h,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",National Internet Exchange of India
7716,ایران,ایران,xn--mgba3a4f16a,xn--mgba3a4f16a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Institute for Research in Fundamental Sciences (IPM)
7717,ايران,ايران,,xn--mgba3a4fra,True,False,orphan-punycode,,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",
7718,عراق,عراق,xn--mgbtx2b,xn--mgbtx2b,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Communications and Media Commission (CMC)
7719,الاردن,الاردن,xn--mgbayh7gpa,xn--mgbayh7gpa,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Ministry of Digital Economy and Entrepreneurship (MoDEE)
7720,한국,한국,xn--3e0b707e,xn--3e0b707e,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",KISA (Korea Internet & Security Agency)
7721,қаз,қаз,xn--80ao21a,xn--80ao21a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Association of IT Companies of Kazakhstan
7722,ລາວ,ລາວ,xn--q7ce6a,xn--q7ce6a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",Lao National Internet Center (LANIC)
7723,ලංකා,ලංකා,xn--fzc2c9e2c,xn--fzc2c9e2c,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",LK Domain Registry
7724,இலங்கை,இலங்கை,xn--xkc2al3hye2a,xn--xkc2al3hye2a,True,True,country-code,country-code,icann,"// A-Label (""<Latin renderings>"", <language name>[, variant info])",LK Domain Registry
